# ----------------------------------------,,,,,,,
# cornellsun.com,,,,,,,
# Demographics: Age,,,,,,,
# 20161108-20171129,,,,,,,
# ----------------------------------------,,,,,,,
,,Total,18-24,25-34,45-54,35-44,55-64
25-34,"""Letter to the Editor: Response to McCullough | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""Mitch Gillam Signs Tryout Contract With Maple Leafs‰Ûª ECHL Affiliate | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""New Dean of Students Vijay Pendakur Recalls Turbulent Childhood | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""New Dyson Dean to Join Martha Pollack in Move From University of Michigan | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""No. 12/14 Men‰Ûªs Hockey Dominates in All Phases, Blanks Dartmouth to Improve to 5-0 | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""No. 9 Men‰Ûªs Hockey Ends Season High With Win Over RPI, Denial of No. 7/8 Union‰Ûªs No. 1 Seed | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""Passing Sanctuary City Legislation, Ithaca Restricts Police Compliance with Immigration Services | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""Pollack Details Task Force, Speech Code, Sexual Misconduct Policy to Grads | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""Records Show Alleged Stabber Had Criminal History | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""Renovations to Grad-Only Housing Complex Set for August 2018 Completion | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""Rise of Christendom ‰Û÷Enhanced‰Ûª Science, Professor Says | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""S.A. Passes Resolution Calling for Implementation of Queer-Inclusive Program House | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""Sacred Root Kava Lounge | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""SEX ON THURSDAY | Child‰Ûªs Pose | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""SEX ON THURSDAY | Cuddling and Other Dangerous Perversions | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""SEX ON THURSDAY | Ode to the Almost Micro-Penis | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""Students Host 92nd Annual HEC Conference | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""Summer Workshop Pushes Minority Students to Pursue Computer Science Degrees | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""TEST SPIN | We Got It from Here‰Û_ Thank You 4 Your Service | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""This Week‰Ûªs ‰Û÷Safer Sex‰Ûª Events Challenge Safe Sex Ideas on Campus | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""U.A. Tables Resolution Supporting Sanctuary Campus Petition | The Cornell Daily Sun""",57,0,57,0,0,0
25-34,"""What‰Ûªs Happened to Cornell Men‰Ûªs Lacrosse? | The Cornell Daily Sun""",57,0,57,0,0,0
35-44,"""‰Û÷Breaking Point‰Ûª : Former GPSA Member Fights Back Against ‰Û÷Blatant Fictions‰Ûª Surrounding Workers‰Ûª Compensation | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""30 Years Later, Police Closing in on Suspect in Killing of Cornell Alumnus | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""A Look Into Cornell‰Ûªs ‰Û÷Exclusive‰Ûª Pre-Professional Fraternities | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Afghan Family of 6 Arrives in Ithaca to Warm Welcome | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Apgar, Former Dean of Students, Sought to End Traditional Greek Pledge System | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""At Cornell, Newt Gingrich Maps Trump‰Ûªs Rise | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Chatty Cathy: A CafÌ© Worth Talking About | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Cornell Campus Sees Demolition and Renovation Over Winter Break | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Cornell Hillel Brings Sukkot to Arts Quad | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Could Caffeine Be Affecting Your Sugar Cravings? Cornell Research Says Yes | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Dryden Man Suspected of Killing UPS Driver and Shooting at Officers Surrenders | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Following Security Concerns, Cornell Political Union Makes Controversial Event Private | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""GUEST ROOM | An Intentional Defense of Greek Life from an Accidental Frat Bro | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""HAGOPIAN | Greek Life Should Not Exist: Part II | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""International Students Fear For Future Under Trump | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Ithaca is Foodies Food Tour ‰ÛÓ Foodies, Rejoice | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""JONES | Where Eminem, Finally, Draws the Line | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Judge Says Prosecution Is Doing ‰Û÷a Disservice to the Public‰Ûª in Walmart Murder Case | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""LETTER TO THE EDITOR | ILR Faculty Respond to Interim President Hunter Rawlings‰Ûª Statement on Graduate Assistant Labor Union Representation | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Letter to the Editor: Setting the record straight on the attempt to silence me at Vassar | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""New Bar ‰Û÷Hideaway‰Ûª to Replace Dunbar‰Ûªs in Collegetown | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""New Dean of Students Aims to ‰Û÷Transform Student Experience‰Ûª | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""New Student Apartments Slated for Collegetown | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Office for Civil Rights Investigators to Visit Cornell | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Opinion | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Preview: Wings Over Ithaca | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Records Show Alleged Stabber Had Criminal History | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""REDDY | Why Affirmative Action is Necessary | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Ritter ‰Ûª83 to Step Down as Dean of Arts and Sciences | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""S.A. Calls for Actions Against Verbal Marginalization; Pollack ‰Û÷Committed‰Ûª to the Cause | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""SEX ON THURSDAY | You (Yes, You) Have Herpes | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""Students to ‰Û÷Stand Together‰Ûª Following Racist, Anti-Semitic Incidents | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""TRUSTEE VIEWPOINT | No New Friends | The Cornell Daily Sun""",57,0,0,0,57,0
35-44,"""University Aims to Implement New Academic Calendar in 2018 | The Cornell Daily Sun""",57,0,0,0,57,0
45-54,"""‰Û÷Breaking Point‰Ûª : Former GPSA Member Fights Back Against ‰Û÷Blatant Fictions‰Ûª Surrounding Workers‰Ûª Compensation | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""1st Place Football Heads to Dartmouth Where It Hasn‰Ûªt Won Since 2005 | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""20 Years Later, Legend Lives On: Pumpkin Watch Website Revived | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""30 Years Later, Police Closing in on Suspect in Killing of Cornell Alumnus | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""4 Elected, 4 Disqualified in Freshmen S.A. Elections | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""A Post-Women‰Ûªs Day Assessment of Gender Equality at Cornell | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Anabel‰Ûªs Grocery: Two Years in the Making, Now Here for Good | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Appel Dining Reduces Spring Weekend Hours in Effort to Save Money | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Buckles Joins Florida Panthers‰Ûª AHL Affiliate | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""COLA Demands Cornell Cut Ties With Nike, Citing Labor Conditions | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Columbia Undergrad Details His Family‰Ûªs Escape From North Korea | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Cornell Administrator Reveals Seven Hazing Investigations Underway This Month | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Cornell Alum, Inventor of the Heimlich Maneuver, Dies at 96 | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Cornell Swing State Voters Analyze Bitter Divisions in Home States | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Cornellian Named to Forbes‰Ûª 30 Under 30 List for Work in Education | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Disability Fashion Exhibit Brings Industry‰Ûªs Newest Frontier to Cornell | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Faculty Senate Passes Reliable Knowledge Resolution, Expresses Concern for Proposed Academic Calendar | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Football Announces Class of 2021 | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Football to Have 4 Televised Games in League-Wide Push for Increased Exposure | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Graduate Students to Vote Monday and Tuesday on Union Recognition | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Greek Tri-Council Demands Perpetrators of ‰Û÷Psi Upsilon Incident‰Ûª Be Expelled | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Hearings Resume for Nurses Accused of Disregarding Blood Transfusion Protocol | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Ithaca Man Facing Deportation Admits He Had Fake Green Card | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Judge Suggests Cornell Revise Sexual Assault Policy 6.4 | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Man Accused of Ithaca Arson Dies in Jail Cell | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Men‰Ûªs Hockey Faces ECAC Elimination Following Lopsided Game 1 Loss to Clarkson | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Millennial Congressional Candidate Urges Cornellians to ‰Û÷Convert Passion to Action‰Ûª | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Mullin‰Ûªs 1st Career Goal Pushes No. 7 Men‰Ûªs Hockey to 1st Red Hot Hockey Win at MSG | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""President Pollack Resolute on Importance of Free Speech | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Previewing the Path Between Men‰Ûªs Hockey and the Frozen Four | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Prof Shows How Your Internet Activity Is Being Watched | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Protesters Demand Sanctuary, Funding for Undocumented Cornellians and IC Students | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Seeing Today in Angels in America: Millennium Approaches | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""SEX ON THURSDAY | Kinky Boos | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""SEX ON THURSDAY | You (Yes, You) Have Herpes | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""SEX ON THURSDAYS | On the Naughty List | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Students Protest Santorum‰Ûªs Visit, Calling Politician‰Ûªs Policies ‰Û÷Racist,‰Ûª ‰Û÷Anti-Gay‰Ûª | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""TRUSTEE VIEWPOINT | No New Friends | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""University Aims to Implement New Academic Calendar in 2018 | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Washington City Council Candidate, Accused of Lying About Cornell Degree, Loses Election | The Cornell Daily Sun""",57,0,0,57,0,0
45-54,"""Wolfgang Ballinger | The Cornell Daily Sun""",57,0,0,57,0,0
55-64,"""30 Years Later, Police Closing in on Suspect in Killing of Cornell Alumnus | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""4 Refugees Resettle in Ithaca With Help of Local Charity | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""50 Years Later, a Championship Legacy Still Resonates | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""A Look Into Cornell‰Ûªs ‰Û÷Exclusive‰Ûª Pre-Professional Fraternities | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""After ‰Û÷Free Palestine‰Ûª Chant, Syracuse Professor Urges Listening to Both Sides | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Back from North Korea, Times Columnist Kristof Speaks at Cornell | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""City Passes Resolution to Recognize Indigenous Peoples‰Ûª Day | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Clashing Protests Over Planned Parenthood Erupt in Ithaca | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Collegetown Meal Plan to Launch in Fall | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Contact Us | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Cornell Ranks 9th in Producing ‰ÛÏUnicorn‰Ûù Founders | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""EDITORIAL: Cornell Beyond the Richest One Percent | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Former Cornell Basketball Player Transfers to UConn for Final Year of Eligibility | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Graduate Students: CGSU Coerces Members With ‰Û÷Emotional Blackmail‰Ûª | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""GUEST ROOM | The Attacks on Greek Life Have Gone Too Far | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""How to Survive as a Vegetarian in Paris | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Ithaca is Foodies Food Tour ‰ÛÓ Foodies, Rejoice | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Ithaca Police Arrest Man for Arson After Early Morning House Fire | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Johnson Donation to New Business School Reveals Flipped Public Perception | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Judge Rules That Cayuga Medical Center Violated Labor Laws | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Live Blog: Cornell, BU Clash at Madison Square Garden | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""More Than Half of Cornell Students in Survey Say They‰Ûªve Been Harassed | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Office for Civil Rights Investigators to Visit Cornell | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Planning Chair, Prof Christopherson Dies After Battle With Cancer | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Previewing the Path Between Men‰Ûªs Hockey and the Frozen Four | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Risley Dining: What Makes Cornell Tower Above The Rest | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""SEX ON THURSDAY | Kinky Boos | The Cornell Daily Sun""",57,0,0,0,0,57
55-64,"""Wolfgang Ballinger | The Cornell Daily Sun""",57,0,0,0,0,57
65+,"""Collegetown Fire Displaces 9 Track and Field Athletes | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""Collegetown Residents Forcibly Touched Through Their Bedroom Windows | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""Cornell Considering Need-Aware Admissions for Transfers, Additional Controversial Measures | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""Cornell Men‰Ûªs Hockey Gears Up for Annual MSG Game | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""Cornell Microbiology Professor Dies at 64 | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""Cornell Tech Strikes Deal With Ferrero International | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""Football Fails to Stop Colgate‰Ûªs Pass Rushers, Drops Home-Opener | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""Hacker ‰Û÷Rasputin‰Ûª Breaches Cornell, Attempts to Sell Access | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""Kotlikoff: New Housing Plan Increasing Enrollment Could Drop Cornell‰Ûªs Ranking | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""Men‰Ûªs Lacrosse Gets Doubled Up by Hobart For First Rivalry Loss Since 2004 | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""Murder Suspect in Standoff Fires at Police After Shooting, Driving Over UPS Driver | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""Prof. Johnson Remembered as Passionate, Caring, ‰Û÷a Professor‰Ûªs Professor‰Ûª | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""SEX ON THURSDAY | A Eulogy for Print Pornography | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""SEX ON THURSDAY | Have You Ever Had a Threesome With Your Best Friend? | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""SEX ON THURSDAY | Sexual Orientation (Yours) | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""Sex With Strangers at the Kitchen Theater | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""The Cost of Conservatism at Cornell: Groups Claim Hosting Conservative Speakers Comes With Added Expenses | The Cornell Daily Sun""",57,0,0,0,0,0
65+,"""Wings Over Ithaca to Reopen in Collegetown Under New Leadership | The Cornell Daily Sun""",57,0,0,0,0,0
18-24,"""‰Û÷Greeks Give Back‰Ûª Produces Most Successful Day of Service in Cornell History | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""#63: Explore The Secret Underground Tunnel Between Olin and Uris Libraries | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""15 Below, Outside and Inside | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""200 Protest ‰Û÷Creepy Tweeter‰Ûª-in-Chief at Women‰Ûªs March in Ithaca | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""ALUR | The Better Features of Drake‰Ûªs More Life | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Amiri Banks | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""BENITEZ | Some Original Self-Help | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Bold, Cozy and Flavorful ‰ÛÓ Le Commons Bistro | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Business Owners Oppose Historic Landmark Designations | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""CGSU Rally Marks ‰Û÷Momentous Day‰Ûª in Fight Towards Unionization | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""CHAZAN | 5 Reasons You‰Ûªll Cowards Should Get Viper to Headline Slope Day | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""CHAZAN | The Minions of Madness: An Interview with Brett Middleton | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Collegetown Housing Options Set to Increase Next Year | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Eateries | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""eCornell Introduces Women in Leadership Program to Address Workplace Biases | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""EDITORIAL: Understanding Unionization | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Forbes Talks Taxes, Healthcare in Address to Students | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Former Cornell First Baseman Signs With San Diego Padres | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Former UN Official Tells Students They Have ‰Û÷World by the Tail‰Ûª | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Gimme Coffee Baristas to Vote on Unionization | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Guest Room | Defending Our Cinema | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""GUEST ROOM | You Too | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Ithaca College Strike Called Off After 11 Hours of Bargaining | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Ithaca‰Ûªs Youngest Police Officer Bonds With Cornell Student Over Shared Adversity | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""KANKANHALLI | Spring Break: As Told by Cancun | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""KANKANHALLI | Who Wore it Better: Human or Statler? | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Kate Walsh Named First Female Dean of School of Hotel Administration | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""LETTER TO THE EDITOR | The Path Forward | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Letter to the Editor: Former judicial codes counselor speaks out in support of McBride | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Letter to the Editor: Kotlikoff, in defense of shared governance and the campus code | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Letter to the Editor: On reckless ‰Û÷election conduct‰Ûª | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Live Blog: Men‰Ûªs Hockey vs. Clarkson in Game 1 of ECAC Quarterfinals | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Mother of Accused Walmart Murderer Requests Guardianship, Power to Make Legal Decisions | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Near Eastern Studies Department Shows Support through Teach-In on Islam | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""On Ethics, Fake News and Science | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Over One Hundred Gather to Learn About Various Struggles, Organize ‰Û÷Mass Action‰Ûª | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Pollack Reaffirms Cornell Commitments to DACA Students After Trump Ends Program | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Provost Michael Kotlikoff Details Housing Plan | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Rare Witchcraft Collection Brewing for Halloween Opening | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Science | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""This Week‰Ûªs ‰Û÷Safer Sex‰Ûª Events Challenge Safe Sex Ideas on Campus | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""TRUSTEE VIEWPOINT | Self-Care and Slope Day | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Two Fraternities Report Burglaries, Say Thieves Seized Electronics | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Wegman‰Ûªs Delivery: Ithaca‰Ûªs Favorite Grocery Store Available at Your Doorstep | The Cornell Daily Sun""",50,50,0,0,0,0
18-24,"""Women‰Ûªs Soccer Looks to Shore Up Weaknesses in Final Tune-Up Before Ivy Play | The Cornell Daily Sun""",50,50,0,0,0,0
25-34,"""‰Û÷Literally Endless‰Ûª Resources Help Support Student Startups | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""20 Years Later, Legend Lives On: Pumpkin Watch Website Revived | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""American Association of University Professors Slams Rawlings‰Ûª Union Position | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""An Inside Look at Cornell Tech | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Big Red Ambition: 161 Things Every Cornellian Should Do | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Cornell Republicans to Host Steve Forbes | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""DANBERG BIGGS | My Jewish Is in the Searching | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Dark Matter Pioneer, Rubin ‰Ûª51, Dies at 88 | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Date Night Deals: Dinner for 2 for $25 or Less | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""DiBella‰Ûªs Subs: A New Contender to the Lunch Scene? | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""English, Engineering Grad Programs Ranked Top 10 in Nation | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Escape Ithaca in Commons Releases New Puzzle Room | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Faculty Debate Graduation Requirements, Interdisciplinary Courses in A&S Curriculum Review | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""FROM THE EDITOR: The Sun Always Rises | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Getting to the Core of Apple Fest | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Grad Unionization Will Improve Undergrad Experience, Career Prospects, Students Say | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Graduate Students Raise Doubts About Cornell‰Ûªs Commitment to Shared Governance | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Guest Room | Defending Our Cinema | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""How Could the Education Department‰Ûªs New Title IX Guidance Affect Cornell? | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Inspired by Japanese Origami, Researchers Create Microscopic Self Folding Machines | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Ithaca Police to Announce Arrest in Anthony Nazaire Homicide Investigation | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Ithaca‰Ûªs Youngest Police Officer Connects With Cornell | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Judge Suggests Cornell Revise Sexual Assault Policy 6.4 | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Le CafÌ© Cent-Dix: Ithaca‰Ûªs Own Parisian Bistro | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""LIEBERMAN | It‰Ûªs Not Okay, But I Forgive You | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Like the Assassins, Assassin‰Ûªs Creed Will Stay in the Dark | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Martha Pollack Begins Term as Cornell‰Ûªs 14th President | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""McDEVITT | The Fall Blues of a Cornell Sports Fan | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""More than 6 Months Later, CGSU to Determine Next Steps for Union Recognition Election | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Prof Explains Deep-Seated Uncertainties in World Politics | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""SEX ON THURSDAY | Penile Plethysmography & You | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Student Assembly Candidates Square Off at Debate | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""Students Mourn Death of Indian Immigrant Killed in Kansas | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""The Cornell Daily Sun Welcomes Its 135th Editorial Board | The Cornell Daily Sun""",50,0,50,0,0,0
25-34,"""University Leadership to Make ‰Û÷Special Announcement‰Ûª Today | The Cornell Daily Sun""",50,0,50,0,0,0
35-44,"""Afghan Family of Six Refugees To Arrive in Ithaca Under State Dept. Grant | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""After Years of Planning, Anabel‰Ûªs Grocery Set to Open Sunday | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""Cornell Researchers Confirm Genetic Link to Autism | The Cornell Daily Sun""",50,0,0,0,50,0
35-44,"""EDITORIAL: No Endorsement! | The Cornell Daily Sun""",50,0,0,0,50,0
